val_loss,val_acc,epoch,step,train_loss,train_acc,test_loss,test_acc
0.31451696157455444,0.909600019454956,0,194,,,,
,,0,194,0.457950234413147,0.8798878192901611,,
,,1,195,,,0.3018391728401184,0.9135000109672546
