train_loss_step,epoch,step,val_loss,val_acc,train_loss_epoch,train_acc,test_acc,test_loss
0.22855763137340546,0,49,,,,,,
0.17323052883148193,0,99,,,,,,
0.3259132504463196,0,149,,,,,,
,0,194,0.18251147866249084,0.942799985408783,,,,
,0,194,,,0.2765829861164093,0.9157652258872986,,
,1,195,,,,,0.9487000107765198,0.17039047181606293
